,index,tconst,ordering,nconst,category,job,characters,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryName,birthYear,deathYear,primaryProfession,directors,writers
392,389,tt0126029,3,nm0000139,actress,,"[""Princess Fiona""]",movie,Shrek,Shrek,0,2001,,90,"Adventure,Animation,Comedy",Cameron Diaz,1972.0,,"actress,producer,soundtrack","nm0011470,nm0421776","nm0825308,nm0254645,nm0744429,nm0830294,nm0776107,nm0970606,nm1844237,nm0970447"
393,387,tt0126029,10,nm0830294,writer,written by,,movie,Shrek,Shrek,0,2001,,90,"Adventure,Animation,Comedy",Joe Stillman,,,"writer,producer,miscellaneous","nm0011470,nm0421776","nm0825308,nm0254645,nm0744429,nm0830294,nm0776107,nm0970606,nm1844237,nm0970447"
394,386,tt0126029,1,nm0000196,actor,,"[""Shrek""]",movie,Shrek,Shrek,0,2001,,90,"Adventure,Animation,Comedy",Mike Myers,1963.0,,"actor,writer,soundtrack","nm0011470,nm0421776","nm0825308,nm0254645,nm0744429,nm0830294,nm0776107,nm0970606,nm1844237,nm0970447"
395,390,tt0126029,4,nm0001475,actor,,"[""Lord Farquaad""]",movie,Shrek,Shrek,0,2001,,90,"Adventure,Animation,Comedy",John Lithgow,1945.0,,"actor,soundtrack,producer","nm0011470,nm0421776","nm0825308,nm0254645,nm0744429,nm0830294,nm0776107,nm0970606,nm1844237,nm0970447"
396,405,tt0126899,9,nm0630525,actor,,"[""Morocco""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Sam Nicotero,1941.0,2016.0,actor,nm0325189,nm1363018
397,403,tt0126899,7,nm0445649,actor,,"[""Cecil""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Harold K. Keller,,,actor,nm0325189,nm1363018
398,402,tt0126899,6,nm1363018,writer,,,movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Coven Balfour,,,"writer,composer",nm0325189,nm1363018
399,401,tt0126899,5,nm0325189,director,,,movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",David A. Goldberg,,,"director,producer",nm0325189,nm1363018
400,404,tt0126899,8,nm6864115,actress,,"[""Mary""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Dena Leibowitz,,,actress,nm0325189,nm1363018
401,399,tt0126899,3,nm7377102,actor,,"[""Spritzy""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",John Henchar,,,actor,nm0325189,nm1363018
402,398,tt0126899,2,nm0217165,actress,,"[""Dream Vampire""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Lisa Delien,1971.0,,actress,nm0325189,nm1363018
403,397,tt0126899,10,nm0767741,actor,,"[""Eddie Rao""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Tom Savini,1946.0,,"actor,make_up_department,special_effects",nm0325189,nm1363018
404,396,tt0126899,1,nm0175958,actor,,"[""Frankie""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Lou Consolo,,,"actor,composer",nm0325189,nm1363018
405,400,tt0126899,4,nm5668403,actor,,"[""Street Bum""]",movie,Eyes Are Upon You,Eyes Are Upon You,0,2001,,92,"Crime,Thriller",Joseph Robert Jobe,,,"camera_department,actor,executive",nm0325189,nm1363018
406,415,tt0128165,9,nm0848841,producer,executive producer,,movie,Blazin',Blazin',0,2001,,100,"Action,Crime",George Tan,,,"producer,writer,casting_director",nm1257937,nm0520189
407,406,tt0128165,1,nm0917620,actor,,"[""Alex Hunter""]",movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Michael Wehrhahn,,,"producer,actor,stunts",nm1257937,nm0520189
408,407,tt0128165,10,nm0593059,cinematographer,,,movie,Blazin',Blazin',0,2001,,100,"Action,Crime",George Mitas,,,"cinematographer,camera_department,producer",nm1257937,nm0520189
409,408,tt0128165,2,nm0461355,actress,,"[""Samantha""]",movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Sascha Knopf,1971.0,,"actress,casting_director",nm1257937,nm0520189
410,409,tt0128165,3,nm0553460,actress,,"[""Micky""]",movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Angie Martinez,1972.0,,"actress,composer,producer",nm1257937,nm0520189
411,410,tt0128165,4,nm0744975,actress,,"[""Langstrom""]",movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Paula Roth,,,"actress,producer",nm1257937,nm0520189
412,411,tt0128165,5,nm1257937,director,,,movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Marcos Antonio Miranda,,,"actor,stunts,director",nm1257937,nm0520189
413,412,tt0128165,6,nm0520189,writer,,,movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Roberto Lopez,,,"stunts,actor,camera_department",nm1257937,nm0520189
414,413,tt0128165,7,nm0410426,producer,executive producer,,movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Michael Irwin,,,producer,nm1257937,nm0520189
415,414,tt0128165,8,nm0592171,producer,producer,,movie,Blazin',Blazin',0,2001,,100,"Action,Crime",Nestor Miranda,,,"producer,director,writer",nm1257937,nm0520189
416,424,tt0128216,8,nm0206491,editor,,,movie,Flophouse,Flophouse,0,2002,,75,Comedy,Lisa Day,,,"editor,producer,editorial_department",nm0163562,nm0163562
417,423,tt0128216,7,nm1213943,composer,,,movie,Flophouse,Flophouse,0,2002,,75,Comedy,David K. Schmal,,,"music_department,composer,sound_department",nm0163562,nm0163562
418,425,tt0128216,9,nm0935984,editor,,,movie,Flophouse,Flophouse,0,2002,,75,Comedy,Patrick Winters,,,"sound_department,editor,director",nm0163562,nm0163562
419,422,tt0128216,6,nm0377815,producer,producer,,movie,Flophouse,Flophouse,0,2002,,75,Comedy,Ed Henry,,,"cinematographer,producer,director",nm0163562,nm0163562
420,421,tt0128216,5,nm0163562,director,,,movie,Flophouse,Flophouse,0,2002,,75,Comedy,Chris Claridge,,,"actor,director,writer",nm0163562,nm0163562
421,420,tt0128216,4,nm0365405,actor,,"[""Benny""]",movie,Flophouse,Flophouse,0,2002,,75,Comedy,Tony Harris,,,"actor,producer",nm0163562,nm0163562
422,419,tt0128216,3,nm0601031,actor,,"[""Jim""]",movie,Flophouse,Flophouse,0,2002,,75,Comedy,Chris Moore,,,"producer,writer,director",nm0163562,nm0163562
423,418,tt0128216,2,nm0183464,actor,,"[""Steve""]",movie,Flophouse,Flophouse,0,2002,,75,Comedy,Bernie Coulson,1965.0,,"actor,producer",nm0163562,nm0163562
424,417,tt0128216,10,nm0309518,production_designer,,,movie,Flophouse,Flophouse,0,2002,,75,Comedy,Kelly Gately,,,"actor,production_designer,set_decorator",nm0163562,nm0163562
425,416,tt0128216,1,nm0114787,actor,,"[""Ray""]",movie,Flophouse,Flophouse,0,2002,,75,Comedy,Thomas Wilson Brown,1972.0,,"actor,producer,location_management",nm0163562,nm0163562
426,434,tt0131597,8,nm1633229,cinematographer,,,movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",David Sarasti,,,"cinematographer,camera_department",nm0080719,nm0080719
427,433,tt0131597,7,nm1572231,cinematographer,,,movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Stern Jesus,,,cinematographer,nm0080719,nm0080719
428,432,tt0131597,6,nm1058227,cinematographer,,,movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Josh Dorn,,,"location_management,miscellaneous,cinematographer",nm0080719,nm0080719
429,431,tt0131597,5,nm0080719,director,,,movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Chaim Bianco,,,"animation_department,director,writer",nm0080719,nm0080719
430,435,tt0131597,9,nm0913927,cinematographer,,,movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Daniel Watchulonis,,,"cinematographer,camera_department,actor",nm0080719,nm0080719
431,429,tt0131597,3,nm0453548,actress,,"[""Iris""]",movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Julienne Hanzelka Kim,,,actress,nm0080719,nm0080719
432,428,tt0131597,2,nm0816839,actor,,"[""Jonny Spanish""]",movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Jonny Spanish,,,actor,nm0080719,nm0080719
433,427,tt0131597,10,nm0920408,cinematographer,,,movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Sam Wells,,,"actor,cinematographer,camera_department",nm0080719,nm0080719
434,426,tt0131597,1,nm1317822,actor,,"[""Joe The Driver""]",movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Sean Miller,,,actor,nm0080719,nm0080719
435,430,tt0131597,4,nm0004193,actress,,"[""Cyclops""]",movie,Split,Split,0,2004,,700,"Action,Crime,Sci-Fi",Debbie Rochon,1968.0,,"actress,producer,writer",nm0080719,nm0080719
436,444,tt0132078,8,nm0728901,producer,executive producer,,movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Margrit Ritzmann,,,"producer,writer",nm0874358,nm0294967
437,443,tt0132078,7,nm0271570,producer,producer,,movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Ulrich Felsberg,1952.0,,producer,nm0874358,nm0294967
438,442,tt0132078,6,nm0294967,writer,,,movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Myra Fried,,,"actress,writer,producer",nm0874358,nm0294967
439,441,tt0132078,5,nm0874358,director,,,movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Curt Truninger,1957.0,,"director,actor,writer",nm0874358,nm0294967
440,440,tt0132078,4,nm0368148,actress,,"[""Karen""]",movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Susan Haskell,1968.0,,actress,nm0874358,nm0294967
441,438,tt0132078,2,nm0244957,actor,,"[""Alex Hiller""]",movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Tim Dutton,1964.0,,"actor,producer,soundtrack",nm0874358,nm0294967
442,437,tt0132078,10,nm0297620,cinematographer,,,movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Martin Fuhrer,1956.0,,"cinematographer,camera_department,assistant_director",nm0874358,nm0294967
443,436,tt0132078,1,nm0062636,actress,,"[""Julie Matthews""]",movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Helen Baxendale,1970.0,,"actress,producer",nm0874358,nm0294967
444,439,tt0132078,3,nm0820377,actress,,"[""Irene Hutchins""]",movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Guylaine St-Onge,1965.0,2005.0,actress,nm0874358,nm0294967
445,445,tt0132078,9,nm0839438,composer,,,movie,Dead by Monday,Dead by Monday,0,2001,,94,Comedy,Mark Suozzo,1953.0,,"composer,music_department,soundtrack",nm0874358,nm0294967
446,451,tt0132245,5,nm0001317,director,,,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Renny Harlin,1959.0,,"producer,director,writer",nm0001317,"nm0804847,nm0845844,nm0000230"
447,455,tt0132245,9,nm0117741,composer,,,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",BT,1970.0,,"soundtrack,composer,music_department",nm0001317,"nm0804847,nm0845844,nm0000230"
448,454,tt0132245,8,nm0759627,producer,producer,,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Elie Samaha,1955.0,,"producer,actor,writer",nm0001317,"nm0804847,nm0845844,nm0000230"
449,453,tt0132245,7,nm0845844,writer,story,,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Neal Tabachnick,,,"legal,miscellaneous,writer",nm0001317,"nm0804847,nm0845844,nm0000230"
450,452,tt0132245,6,nm0804847,writer,story,,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Jan Skrentny,,,"writer,director,assistant_director",nm0001317,"nm0804847,nm0845844,nm0000230"
451,450,tt0132245,4,nm0000608,actor,,"[""Carl Henry""]",movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Burt Reynolds,1936.0,2018.0,"actor,director,producer",nm0001317,"nm0804847,nm0845844,nm0000230"
452,448,tt0132245,2,nm0661164,actor,,"[""Jimmy Bly""]",movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Kip Pardue,1975.0,,"actor,writer",nm0001317,"nm0804847,nm0845844,nm0000230"
453,447,tt0132245,10,nm0278475,cinematographer,director of photography,,movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Mauro Fiore,1964.0,,"cinematographer,camera_department",nm0001317,"nm0804847,nm0845844,nm0000230"
454,446,tt0132245,1,nm0000230,actor,,"[""Joe Tanto""]",movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Sylvester Stallone,1946.0,,"actor,writer,producer",nm0001317,"nm0804847,nm0845844,nm0000230"
455,449,tt0132245,3,nm0001709,actor,,"[""Beau Brandenburg""]",movie,Driven,Driven,0,2001,,116,"Action,Drama,Sport",Til Schweiger,1963.0,,"actor,producer,director",nm0001317,"nm0804847,nm0845844,nm0000230"
456,465,tt0133063,9,nm0065100,composer,,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Christophe Beck,1972.0,,"composer,music_department,soundtrack",nm0576666,"nm1633096,nm0576666,nm0871293"
457,464,tt0133063,8,nm0646297,producer,producer,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Edward Oleschak,1959.0,,"producer,production_manager,editor",nm0576666,"nm1633096,nm0576666,nm0871293"
458,463,tt0133063,7,nm0220682,producer,producer,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Christos Dervenis,1971.0,,"producer,production_manager,miscellaneous",nm0576666,"nm1633096,nm0576666,nm0871293"
459,462,tt0133063,6,nm0871293,writer,additional dialogue,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,John Travers,,2016.0,"editor,editorial_department,camera_department",nm0576666,"nm1633096,nm0576666,nm0871293"
460,461,tt0133063,5,nm1633096,writer,,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Rozanne Charbonneau,,,writer,nm0576666,"nm1633096,nm0576666,nm0871293"
461,459,tt0133063,3,nm0343003,actress,,"[""Mira""]",movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Cornelia Grolimund,1967.0,,actress,nm0576666,"nm1633096,nm0576666,nm0871293"
462,458,tt0133063,2,nm0576666,actor,,"[""Balthasar""]",movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Dieter Meier,1945.0,,"soundtrack,actor,director",nm0576666,"nm1633096,nm0576666,nm0871293"
463,457,tt0133063,10,nm0087477,composer,,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Boris Blank,1952.0,,"soundtrack,composer,actor",nm0576666,"nm1633096,nm0576666,nm0871293"
464,456,tt0133063,1,nm0952498,actor,,"[""Rumo Ranieri""]",movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Zbigniew Zamachowski,1961.0,,"actor,soundtrack,composer",nm0576666,"nm1633096,nm0576666,nm0871293"
465,460,tt0133063,4,nm0693145,actress,,,movie,Lightmaker,Lightmaker,0,2001,,89,Fantasy,Malgorzata Potocka,1953.0,,"actress,producer,director",nm0576666,"nm1633096,nm0576666,nm0871293"
466,472,tt0133152,6,nm0099541,writer,"novel ""La Planète des Singes""",,movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Pierre Boulle,1912.0,1994.0,writer,nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
467,475,tt0133152,9,nm0742797,writer,screenplay,,movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Mark Rosenthal,,,"writer,producer,director",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
468,474,tt0133152,8,nm0465199,writer,screenplay,,movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Lawrence Konner,,,"writer,producer,miscellaneous",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
469,473,tt0133152,7,nm0115310,writer,screenplay,,movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",William Broyles Jr.,1944.0,,"writer,miscellaneous,producer",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
470,471,tt0133152,5,nm0000318,director,,,movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Tim Burton,1958.0,,"producer,miscellaneous,director",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
471,469,tt0133152,3,nm0000619,actor,,"[""Thade""]",movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Tim Roth,1961.0,,"actor,producer,soundtrack",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
472,468,tt0133152,2,nm0000307,actress,,"[""Ari""]",movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Helena Bonham Carter,1966.0,,"actress,soundtrack,producer",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
473,467,tt0133152,10,nm0005573,producer,producer,,movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Richard D. Zanuck,1934.0,2012.0,"producer,production_manager",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
474,466,tt0133152,1,nm0000242,actor,,"[""Captain Leo Davidson""]",movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Mark Wahlberg,1971.0,,"producer,actor,soundtrack",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
475,470,tt0133152,4,nm0003817,actor,,"[""Attar""]",movie,Planet of the Apes,Planet of the Apes,0,2001,,119,"Action,Adventure,Sci-Fi",Michael Clarke Duncan,1957.0,2012.0,"actor,soundtrack,producer",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797"
476,485,tt0133240,9,nm0254645,writer,animation story by,,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Ted Elliott,1961.0,,"writer,producer,miscellaneous","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
477,482,tt0133240,6,nm0615780,director,,,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",John Musker,1953.0,,"writer,director,miscellaneous","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
478,484,tt0133240,8,nm0972395,writer,screenplay by,,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Rob Edwards,,,"producer,miscellaneous,writer","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
479,483,tt0133240,7,nm0829044,writer,"based on the novel ""Treasure Island"" by",,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Robert Louis Stevenson,1850.0,1894.0,"writer,soundtrack","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
480,481,tt0133240,5,nm0166256,director,,,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Ron Clements,1953.0,,"writer,director,animation_department","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
481,476,tt0133240,1,nm0330687,actor,,"[""Jim Hawkins""]",movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Joseph Gordon-Levitt,1981.0,,"actor,producer,soundtrack","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
482,479,tt0133240,3,nm0001737,actor,,"[""B.E.N.""]",movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Martin Short,1950.0,,"actor,writer,producer","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
483,477,tt0133240,10,nm0744429,writer,animation story by,,movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Terry Rossio,1960.0,,"writer,director,producer","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
484,480,tt0133240,4,nm0001975,actor,,"[""Mr. Arrow""]",movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Roscoe Lee Browne,1922.0,2007.0,"actor,soundtrack","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
485,478,tt0133240,2,nm0000668,actress,,"[""Captain Amelia""]",movie,Treasure Planet,Treasure Planet,0,2002,,95,"Adventure,Animation,Family",Emma Thompson,1959.0,,"actress,writer,producer","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429"
486,486,tt0135991,1,nm2238435,actress,,"[""Hellkatt""]",movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Seera Backhouse,,,actress,nm6032566,nm0335238
487,487,tt0135991,10,nm2219114,actress,,"[""Tara Payne""]",movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Tara Harley,,,"actress,make_up_department",nm6032566,nm0335238
488,488,tt0135991,2,nm0103208,actor,,"[""Dr. Payne"",""Lord Desecrator""]",movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Doug Bradley,1954.0,,"actor,make_up_department,producer",nm6032566,nm0335238
489,489,tt0135991,3,nm0007182,actor,,"[""Bishop""]",movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Alex Cox,1954.0,,"actor,director,writer",nm6032566,nm0335238
490,490,tt0135991,4,nm1029417,actor,,"[""Dominator""]",movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Dani Filth,1973.0,,"actor,soundtrack,music_department",nm6032566,nm0335238
491,492,tt0135991,6,nm0335238,writer,writer,,movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Alan Grant,1949.0,,writer,nm6032566,nm0335238
492,493,tt0135991,7,nm2214263,producer,producer,,movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Jim Brathwaite,,,producer,nm6032566,nm0335238
493,494,tt0135991,8,nm0370695,composer,,,movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Peter Haycock,,2013.0,"soundtrack,music_department,composer",nm6032566,nm0335238
494,495,tt0135991,9,nm0323809,actress,,"[""Fina Payne""]",movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Liza Goddard,1950.0,,"actress,soundtrack",nm6032566,nm0335238
495,491,tt0135991,5,nm6032566,director,,,movie,Dominator,Dominator,0,2003,,100,"Animation,Comedy,Sci-Fi",Tony Luke,,2016.0,"director,producer",nm6032566,nm0335238
496,505,tt0136517,9,nm0718486,editor,,,movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Chris Reiss,,,editor,nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
497,501,tt0136517,5,nm0005703,director,,,movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Don E. FauntLeRoy,1953.0,,"cinematographer,camera_department,director",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
498,504,tt0136517,8,nm0921243,composer,,,movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Michael Werckle,1970.0,,"actor,composer,music_department",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
499,503,tt0136517,7,nm0003693,producer,producer,,movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",David Allen Cluck,,,"assistant_director,producer,actor",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
500,502,tt0136517,6,nm2700856,writer,original screenplay,,movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Robert Nashak,,,"producer,writer,director",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
501,500,tt0136517,4,nm0263124,actor,,"[""Alex""]",movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Peter Evans,,,"actor,director,writer",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
502,498,tt0136517,2,nm0185448,actress,,"[""Grace Bastiglione""]",movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Ria Coyne,1962.0,,"actress,writer,producer",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
503,497,tt0136517,10,nm3345426,editor,,,movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",William Rohn,,,editor,nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
504,496,tt0136517,1,nm0000883,actress,,"[""Dana""]",movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Stephanie Beacham,1947.0,,"actress,soundtrack",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
505,499,tt0136517,3,nm0001153,actress,,"[""Lillian""]",movie,Seven Days of Grace,Seven Days of Grace,0,2006,,88,"Comedy,Drama",Lesley-Anne Down,1954.0,,"actress,soundtrack,writer",nm0005703,"nm0185448,nm0263124,nm2700856,nm0001153"
506,514,tt0137204,9,nm0852647,production_designer,,,movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",John R. Taylor,,,"actor,production_designer,miscellaneous",nm0365480,nm0365480
507,513,tt0137204,8,nm1930572,composer,,,movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Kevin MacLeod,,,"composer,music_department,soundtrack",nm0365480,nm0365480
508,512,tt0137204,7,nm0908708,producer,producer,,movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Jim Wallace,,,"camera_department,cinematographer,producer",nm0365480,nm0365480
509,511,tt0137204,6,nm0448515,producer,producer,,movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Ingrid Kenning,,,"script_department,miscellaneous,producer",nm0365480,nm0365480
510,510,tt0137204,5,nm0153581,producer,producer,,movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Ron Chartier,,,"actor,producer,production_manager",nm0365480,nm0365480
511,508,tt0137204,3,nm0367762,actress,,"[""Eva""]",movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Ellie Harvie,1965.0,,"actress,writer,director",nm0365480,nm0365480
512,507,tt0137204,2,nm0003210,actor,,"[""Horst Himmelferger""]",movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",C. Ernst Harth,1970.0,,"actor,producer,soundtrack",nm0365480,nm0365480
513,506,tt0137204,1,nm0365480,actor,,"[""Joseph Briteman""]",movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Anthony Harrison,1961.0,,"actor,producer,writer",nm0365480,nm0365480
514,509,tt0137204,4,nm0186322,actress,,"[""Pauline""]",movie,Joe Finds Grace,Joe Finds Grace,0,2017,,83,"Adventure,Animation,Comedy",Chilton Crane,,,actress,nm0365480,nm0365480
515,521,tt0138524,6,nm0001053,director,,,movie,Intolerable Cruelty,Intolerable Cruelty,0,2003,,100,"Comedy,Crime,Romance",Ethan Coen,1957.0,,"producer,writer,director","nm0001054,nm0001053","nm0709070,nm0832043,nm0738908,nm0001053,nm0001054"
516,524,tt0138524,9,nm0738908,writer,story,,movie,Intolerable Cruelty,Intolerable Cruelty,0,2003,,100,"Comedy,Crime,Romance",John Romano,1948.0,,"producer,writer,miscellaneous","nm0001054,nm0001053","nm0709070,nm0832043,nm0738908,nm0001053,nm0001054"
